iso3c,production,reported_by_fao,year,country_application,nutrient,nearest,method,gapfilled
LAO,11740312.049463883,No,2015,2666.65,P2O5,2666.65,none,0
AGO,11316164.06115643,Yes,2015,5247.39,P2O5,AGO,none,0
SVK,11271125.355770351,Yes,2015,19407.612,P2O5,SVK,none,0
LKA,11254375.594190333,Yes,2015,67439.8,P2O5,LKA,none,0
AFG,11103174.046912694,Yes,2015,10146.92,P2O5,AFG,none,0
KEN,10772148.531103551,Yes,2015,97852.05,P2O5,KEN,none,0
NOR,10740117.096851815,Yes,2015,21269,P2O5,NOR,none,0
TKM,10726360.416745638,No,2015,21269,P2O5,21269,none,0
SYR,10559246.660225878,Yes,2015,0,P2O5,SYR,none,0
ISR,10317064.779519146,Yes,2015,5700,P2O5,ISR,none,0
DOM,10152260.896133812,Yes,2015,21055.76,P2O5,DOM,none,0
TJK,9741323.549771942,Yes,2015,1303.91,P2O5,TJK,none,0
YEM,9554599.044593014,Yes,2015,554.29,P2O5,YEM,none,0
SWZ,9477485.681020593,No,2015,554.29,P2O5,554.29,none,0
IRL,9129797.634830145,Yes,2015,108996.16244,P2O5,IRL,none,0
MWI,8903642.548293917,Yes,2015,26754.59,P2O5,MWI,none,0
SLV,8782144.894177927,Yes,2015,14355.04,P2O5,SLV,none,0
BOL,8670978.747869343,Yes,2015,13326.75,P2O5,BOL,none,0
MDA,8538527.205399537,Yes,2015,13323.73,P2O5,MDA,none,0
BGR,7926581.878972925,Yes,2015,59271.969,P2O5,BGR,none,0
URY,7816526.595472928,Yes,2015,108641.26,P2O5,URY,none,0
EST,7745325.367166781,Yes,2015,7251.334,P2O5,EST,none,0
IRQ,7661246.997111124,Yes,2015,11610.54,P2O5,IRQ,none,0
HRV,7451541.9081978705,Yes,2015,26560.056,P2O5,HRV,none,0
ZMB,7340673.0285031125,Yes,2015,39293.62,P2O5,ZMB,none,0
ZWE,7083056.152574739,Yes,2015,23000,P2O5,ZWE,none,0
CRI,6996794.074496098,Yes,2015,22513.03,P2O5,CRI,none,0
COD,6643288.819602948,Yes,2015,1133.81,P2O5,COD,none,0
BEN,6277503.905782782,Yes,2015,6.53,P2O5,BEN,none,0
UGA,6191792.702472046,Yes,2015,5967.73,P2O5,UGA,none,0
ALB,6057152.999387405,Yes,2015,28725.33,P2O5,ALB,none,0
MOZ,5544543.034773104,Yes,2015,5500.94,P2O5,MOZ,none,0
NER,5324185.605239309,Yes,2015,29.73,P2O5,NER,none,0
PNG,5249871.930766702,Yes,2015,2019.02,P2O5,PNG,none,0
ARM,5225264.465244473,Yes,2015,1676,P2O5,ARM,none,0
GUY,4954922.981898397,Yes,2015,5664.27,P2O5,GUY,none,0
SEN,4899747.942125075,Yes,2015,15360,P2O5,SEN,none,0
HTI,4721179.39972458,No,2015,15360,P2O5,15360,none,0
BIH,4210665.446934637,Yes,2015,9450.37,P2O5,BIH,none,0
BFA,3923855.232149631,Yes,2015,22526.13,P2O5,BFA,none,0
JOR,3895682.771797947,Yes,2015,1682,P2O5,JOR,none,0
LBN,3502117.49785091,Yes,2015,7700,P2O5,LBN,none,0
MUS,3487113.817627549,Yes,2015,3126.14,P2O5,MUS,none,0
ARE,3460651.270073656,Yes,2015,4150.96,P2O5,ARE,none,0
LBY,3425715.4297097246,Yes,2015,16420.52,P2O5,LBY,none,0
PAN,3267217.61708053,Yes,2015,12132.81,P2O5,PAN,none,0
BDI,2748742.92866233,Yes,2015,3882.46,P2O5,BDI,none,0
SVN,2525702.7958724904,Yes,2015,8482.065,P2O5,SVN,none,0
RWA,2396067.7596552595,Yes,2015,7030.87,P2O5,RWA,none,0
OMN,2233642.493901007,Yes,2015,2346.85,P2O5,OMN,none,0
GIN,2037378.3660401627,Yes,2015,208.69,P2O5,GIN,none,0
JAM,1927771.3420681953,Yes,2015,943.21,P2O5,JAM,none,0
GEO,1714112.967168633,Yes,2015,4194.79,P2O5,GEO,none,0
MKD,1678187.252377656,Yes,2015,4557.89,P2O5,MKD,none,0
TCD,1631199.0443771405,No,2015,4557.89,P2O5,4557.89,none,0
XKO,1505488.8990551075,No,2015,1182,P2O5,1182,none,0
LUX,1461422.4844591722,Yes,2015,1062.618,P2O5,LUX,none,0
MNE,1338660.950568848,Yes,2015,507.97,P2O5,MNE,none,0
TGO,1158866.0873362347,Yes,2015,1166.35,P2O5,TGO,none,0
SOM,1038368.1028475016,No,2015,4861,P2O5,4861,none,0
CYP,1030471.4808870537,Yes,2015,4370.039,P2O5,CYP,none,0
SLE,1028081.6690776274,No,2015,4861,P2O5,4861,none,0
FJI,1011223.8870821148,Yes,2015,638.2,P2O5,FJI,none,0
SUR,878341.9295825958,Yes,2015,1424.84,P2O5,SUR,none,0
COG,817013.5914447829,Yes,2015,181.53,P2O5,COG,none,0
MNG,708403.239158292,Yes,2015,1777.55,P2O5,MNG,none,0
GNB,582822.1520262472,No,2015,3713.71,P2O5,3713.71,none,0
GAB,472134.8084433824,Yes,2015,3713.71,P2O5,GAB,none,0
MRT,465262.4154650011,No,2015,3713.71,P2O5,3713.71,none,0
LBR,403184.49088207074,No,2015,300,P2O5,300,none,0
QAT,368794.1200319603,Yes,2015,300,P2O5,QAT,none,0
TLS,345131.65923787653,No,2015,1224.17,P2O5,1224.17,none,0
KWT,329516.8733068891,Yes,2015,1224.17,P2O5,KWT,none,0
CAF,311807.46240679733,Yes,2015,29.48,P2O5,CAF,none,0
BTN,211961.66956338336,Yes,2015,322.77,P2O5,BTN,none,0
GMB,164120.41320878267,Yes,2015,57.62,P2O5,GMB,none,0
ERI,157223.43264709655,Yes,2015,0,P2O5,ERI,none,0
XMI,147685.73278356518,Yes,2015,0,P2O5,XMI,none,0
SSD,121669.49473145345,No,2015,0,P2O5,0,none,0
CXR,112599.20039215684,No,2015,11297.21,P2O5,11297.21,none,0
ALA,90919.16266685673,No,2015,10156.191789999999,P2O5,11297.21,none,0
LSO,88594.53884182841,No,2015,11297.21,P2O5,11297.21,none,0
BLZ,83628.44249719381,Yes,2015,11297.21,P2O5,BLZ,none,0
BHR,81095.11913231015,Yes,2015,70.34,P2O5,BHR,none,0
MLT,69660.46047009453,Yes,2015,78.17703999999999,P2O5,MLT,none,0
"NAM",66674.56633578241,Yes,2015,598.85,P2O5,"NAM",none,0
BRN,38542.701472287066,Yes,2015,232,P2O5,BRN,none,0
TTO,36921.29870283604,Yes,2015,500,P2O5,TTO,none,0
GNQ,35972.30806827545,No,2015,500,P2O5,500,none,0
PRI,28662.257500866424,No,2015,2059.46,P2O5,2059.46,none,0
GUF,26967.58330526948,No,2015,2059.46,P2O5,2059.46,none,0
BWA,24817.926067456105,Yes,2015,2059.46,P2O5,BWA,none,0
GLP,23751.10955373943,No,2015,2059.46,P2O5,2059.46,none,0
DJI,22681.95148062706,No,2015,2059.46,P2O5,2059.46,none,0
GRD,21957.41449737549,No,2015,2059.46,P2O5,2059.46,none,0
SGP,20506.614683747295,No,2015,391.56,P2O5,391.56,none,0
SLB,17624.222730457783,No,2015,391.56,P2O5,391.56,none,0
MTQ,17572.376029849052,No,2015,391.56,P2O5,391.56,none,0
VUT,16904.80774780363,No,2015,391.56,P2O5,391.56,none,0
BHS,16526.3634185791,Yes,2015,391.56,P2O5,BHS,none,0
ISL,8912.380160093307,Yes,2015,3714,P2O5,ISL,none,0
NCL,7881.618533998728,Yes,2015,397,P2O5,NCL,none,0
JEY,6522.582320484483,No,2015,116.58,P2O5,116.58,none,0
BRB,5771.393712043762,Yes,2015,116.58,P2O5,BRB,none,0
GGY,5565.868829096662,Yes,2015,0,P2O5,GGY,none,0
DMA,5268.732059001923,Yes,2015,321.71,P2O5,DMA,none,0
LCA,3284.654992580414,Yes,2015,136.93,P2O5,LCA,none,0
STP,2771.982379555702,No,2015,58.4,P2O5,58.4,none,0
TON,2357.369364261627,Yes,2015,58.4,P2O5,TON,none,0
GUM,2163.8583984375,No,2015,58.4,P2O5,58.4,none,0
BMU,1939.9529418945312,Yes,2015,22.35,P2O5,BMU,none,0
PYF,1880.0881591588259,Yes,2015,179.76,P2O5,PYF,none,0
VCT,1753.1834526062012,No,2015,179.76,P2O5,179.76,none,0
ATG,1300.8822555541992,Yes,2015,10.56,P2O5,ATG,none,0
MSR,597.2594909667969,No,2015,13.92,P2O5,13.92,none,0
FSM,377.7010202407837,No,2015,13.92,P2O5,13.92,none,0
NIU,365.32257080078125,No,2015,13.92,P2O5,13.92,none,0
KIR,362.8517019748688,No,2015,13.92,P2O5,13.92,none,0
PSE,259.6483723522413,No,2015,13.92,P2O5,13.92,none,0
KNA,254.51612854003903,Yes,2015,13.92,P2O5,KNA,none,0
VGB,169.47203826904297,No,2015,13.92,P2O5,13.92,none,0
AND,124.50000250339507,No,2015,34.45,P2O5,34.45,none,0
ESH,124.03519773483276,No,2015,34.45,P2O5,34.45,none,0
WLF,74.63145104050636,No,2015,34.45,P2O5,34.45,none,0
SYC,51.590001583099365,Yes,2015,34.45,P2O5,SYC,none,0
CYM,18.799999237060547,No,2015,21.1,P2O5,21.1,none,0
HKG,7.1721498655297875,No,2015,20.256,P2O5,21.1,none,0
ABW,0,No,2015,21.1,P2O5,21.1,none,0
AIA,0,No,2015,21.1,P2O5,21.1,none,0
ASM,0,No,2015,21.1,P2O5,21.1,none,0
BES,0,No,2015,21.1,P2O5,21.1,none,0
BLM,0,No,2015,21.1,P2O5,21.1,none,0
CCK,0,No,2015,21.1,P2O5,21.1,none,0
COK,0,Yes,2015,21.1,P2O5,COK,none,0
COM,0,No,2015,21.1,P2O5,21.1,none,0
CPV,0,No,2015,21.1,P2O5,21.1,none,0
CUW,0,No,2015,21.1,P2O5,21.1,none,0
FLK,0,No,2015,21.1,P2O5,21.1,none,0
FRO,0,No,2015,18.9689,P2O5,21.1,none,0
GIB,0,No,2015,18.9689,P2O5,21.1,none,0
GRL,0,No,2015,21.1,P2O5,21.1,none,0
IMN,0,No,2015,21.1,P2O5,21.1,none,0
IOT,0,No,2015,21.1,P2O5,21.1,none,0
LIE,0,No,2015,21.1,P2O5,21.1,none,0
MAC,0,No,2015,20.256,P2O5,21.1,none,0
MAF,0,No,2015,21.1,P2O5,21.1,none,0
MCO,0,No,2015,21.1,P2O5,21.1,none,0
MDV,0,Yes,2015,2.94,P2O5,MDV,none,0
MHL,0,No,2015,21.1,P2O5,21.1,none,0
MNP,0,No,2015,21.1,P2O5,21.1,none,0
MYT,0,No,2015,21.1,P2O5,21.1,none,0
NFK,0,No,2015,21.1,P2O5,21.1,none,0
NRU,0,Yes,2015,0,P2O5,NRU,none,0
PCN,0,No,2015,21.1,P2O5,21.1,none,0
PLW,0,No,2015,21.1,P2O5,21.1,none,0
REU,0,No,2015,21.1,P2O5,21.1,none,0
SHN,0,No,2015,21.1,P2O5,21.1,none,0
SJM,0,No,2015,18.9689,P2O5,21.1,none,0
SMR,0,No,2015,21.1,P2O5,21.1,none,0
SPM,0,No,2015,21.1,P2O5,21.1,none,0
SXM,0,No,2015,21.1,P2O5,21.1,none,0
TCA,0,No,2015,21.1,P2O5,21.1,none,0
TKL,0,No,2015,21.1,P2O5,21.1,none,0
TUV,0,No,2015,21.1,P2O5,21.1,none,0
VIR,0,No,2015,21.1,P2O5,21.1,none,0
WSM,0,Yes,2015,7.94,P2O5,WSM,none,0
CHN,2267414909.013471,Yes,2016,11948053.7088,P2O5,CHN,none,0
USA,1685696968.1634908,Yes,2016,3790602.1920000003,P2O5,USA,none,0
IND,1298334009.3600392,Yes,2016,6705400,P2O5,IND,none,0
RUS,393538249.3994526,Yes,2016,500980.066,P2O5,RUS,none,0
DEU,370973013.91670436,Yes,2016,207740.021,P2O5,DEU,none,0
IDN,342701278.9558128,Yes,2016,838157.04,P2O5,IDN,none,0
FRA,331406239.8252842,Yes,2016,368216.915,P2O5,FRA,none,0
PAK,305394562.04671705,Yes,2016,1209145,P2O5,PAK,none,0
AUS,294279917.9619316,Yes,2016,617278.38228,P2O5,AUS,none,0
EGY,276096501.37281895,Yes,2016,226400,P2O5,EGY,none,0
BRA,265053819.25387812,Yes,2016,3948921.7367999996,P2O5,BRA,none,0
THA,250650979.07415372,Yes,2016,428378.55,P2O5,THA,none,0
MEX,244714768.83693212,Yes,2016,502768,P2O5,MEX,none,0
CAN,213816256.9340958,Yes,2016,971000,P2O5,CAN,none,0
ARG,200824807.52287441,Yes,2016,627103.42674,P2O5,ARG,none,0
VNM,175531253.24923196,Yes,2016,824152.16,P2O5,VNM,none,0
UKR,169486497.68667194,Yes,2016,281269.8,P2O5,UKR,none,0
IRN,129910329.12320079,Yes,2016,93949.5858,P2O5,IRN,none,0
ITA,127819881.1273082,Yes,2016,145871.74,P2O5,ITA,none,0
ESP,124586547.10772365,Yes,2016,373061.626,P2O5,ESP,none,0
PHL,122448932.7718554,Yes,2016,157588.36,P2O5,PHL,none,0
BGD,117668736.34127656,Yes,2016,638480,P2O5,BGD,none,0
MYS,113914676.43505079,Yes,2016,168865.39,P2O5,MYS,none,0
GBR,109019734.02652495,Yes,2016,177103,P2O5,GBR,none,0
POL,107416258.81941463,Yes,2016,308716.6,P2O5,POL,none,0
JPN,100319549.95629139,Yes,2016,320162.4,P2O5,JPN,none,0
COL,79846359.37517765,Yes,2016,226648.06,P2O5,COL,none,0
TUR,76049183.09535167,Yes,2016,792490,P2O5,TUR,none,0
NLD,70788056.33485001,Yes,2016,13200.017,P2O5,NLD,none,0
ROU,67355533.9592786,Yes,2016,113443.911,P2O5,ROU,none,0
UZB,66272017.93972518,Yes,2016,221309.48,P2O5,UZB,none,0
GTM,56733102.49160689,Yes,2016,39426.04,P2O5,GTM,none,0
ZAF,56112834.05497494,Yes,2016,218785,P2O5,ZAF,none,0
PER,51883022.74158923,Yes,2016,87698.04,P2O5,PER,none,0
MMR,47367605.74191096,Yes,2016,30878.55,P2O5,MMR,none,0
BLR,47182114.28745654,Yes,2016,75794.488,P2O5,BLR,none,0
DNK,44849307.75908263,Yes,2016,28433.769780000002,P2O5,DNK,none,0
MAR,44230673.90954738,Yes,2016,144240,P2O5,MAR,none,0
PRY,40807672.72664807,Yes,2016,223020.77,P2O5,PRY,none,0
BEL,37881620.430979386,Yes,2016,16862.543,P2O5,BEL,none,0
SWE,37143224.497521594,Yes,2016,26996.071,P2O5,SWE,none,0
ECU,36358870.95008872,Yes,2016,41036.6,P2O5,ECU,none,0
CHL,35358705.215926774,Yes,2016,90134.0206,P2O5,CHL,none,0
HUN,33193416.77833699,Yes,2016,85113.724,P2O5,HUN,none,0
KOR,33154489.12534804,Yes,2016,140979.7,P2O5,KOR,none,0
DZA,32143603.141003493,Yes,2016,58800,P2O5,DZA,none,0
GRC,31918293.246788524,Yes,2016,46670.686,P2O5,GRC,none,0
KAZ,29929723.955679696,Yes,2016,31544.58,P2O5,KAZ,none,0
CZE,29788124.38627481,Yes,2016,42653.954,P2O5,CZE,none,0
PRT,28506095.278970405,Yes,2016,39197.892340000006,P2O5,PRT,none,0
NPL,26876323.37709631,Yes,2016,46826.62,P2O5,NPL,none,0
CUB,26294904.08919849,Yes,2016,19421.55,P2O5,CUB,none,0
GHA,24756986.966226343,Yes,2016,26600,P2O5,GHA,none,0
SRB,22487966.389169283,Yes,2016,73335.8300776325,P2O5,SRB,none,0
NGA,22359247.217234705,Yes,2016,60871.1,P2O5,NGA,none,0
ETH,22181941.102866244,Yes,2016,187525.32,P2O5,ETH,none,0
LVA,20371689.546484135,Yes,2016,22876.853,P2O5,LVA,none,0
SDN,19222229.623063345,Yes,2016,9417.64,P2O5,SDN,none,0
TZA,19013640.007680494,Yes,2016,54640.7,P2O5,TZA,none,0
AUT,18718651.40663913,Yes,2016,27909.8146,P2O5,AUT,none,0
NIC,17610256.38688291,Yes,2016,15619.62,P2O5,NIC,none,0
PRK,17014139.914172295,No,2016,15619.62,P2O5,15619.62,none,0
VEN,15907817.17073627,Yes,2016,100400,P2O5,VEN,none,0
TWN,15451483.585332446,Yes,2016,127887.81,P2O5,TWN,none,0
AZE,14907447.192262892,Yes,2016,501,P2O5,AZE,none,0
CHE,14525092.945975028,Yes,2016,14370.93,P2O5,CHE,none,0
FIN,14055662.784255108,Yes,2016,20249.786210000002,P2O5,FIN,none,0
NZL,13942387.220853884,Yes,2016,28245,P2O5,NZL,none,0
KGZ,13692151.529250788,Yes,2016,2020.28,P2O5,KGZ,none,0
CMR,13637400.23891997,Yes,2016,12895.23,P2O5,CMR,none,0
KHM,13595715.82186319,Yes,2016,24590.03,P2O5,KHM,none,0
CIV,12955457.408819854,Yes,2016,53843.6,P2O5,CIV,none,0
HND,12780212.949240863,Yes,2016,34653.49,P2O5,HND,none,0
SAU,12683449.049103377,Yes,2016,94400,P2O5,SAU,none,0
MLI,12463161.338653237,Yes,2016,59868.99,P2O5,MLI,none,0
LTU,12354101.599334715,Yes,2016,45744.716,P2O5,LTU,none,0
TUN,12035264.377723213,Yes,2016,54900,P2O5,TUN,none,0
MDG,11867310.836907458,Yes,2016,4311.81,P2O5,MDG,none,0
LAO,11740312.049463883,No,2016,4311.81,P2O5,4311.81,none,0
AGO,11316164.06115643,Yes,2016,6554.24,P2O5,AGO,none,0
SVK,11271125.355770351,Yes,2016,21843.003,P2O5,SVK,none,0
LKA,11254375.594190333,Yes,2016,28797.6,P2O5,LKA,none,0
AFG,11103174.046912694,Yes,2016,8991.27,P2O5,AFG,none,0
KEN,10772148.531103551,Yes,2016,129610.23,P2O5,KEN,none,0
NOR,10740117.096851815,Yes,2016,20891,P2O5,NOR,none,0
TKM,10726360.416745638,No,2016,20891,P2O5,20891,none,0
SYR,10559246.660225878,Yes,2016,0,P2O5,SYR,none,0
ISR,10317064.779519146,Yes,2016,5800,P2O5,ISR,none,0
DOM,10152260.896133812,Yes,2016,22221.41,P2O5,DOM,none,0
TJK,9741323.549771942,Yes,2016,1640.18,P2O5,TJK,none,0
YEM,9554599.044593014,Yes,2016,1206.89,P2O5,YEM,none,0
SWZ,9477485.681020593,No,2016,1206.89,P2O5,1206.89,none,0
IRL,9129797.634830145,Yes,2016,101736.14409999999,P2O5,IRL,none,0
MWI,8903642.548293917,Yes,2016,14406.82,P2O5,MWI,none,0
SLV,8782144.894177927,Yes,2016,10788.65,P2O5,SLV,none,0
BOL,8670978.747869343,Yes,2016,10710.55,P2O5,BOL,none,0
MDA,8538527.205399537,Yes,2016,17148.78,P2O5,MDA,none,0
BGR,7926581.878972925,Yes,2016,74278.077,P2O5,BGR,none,0
URY,7816526.595472928,Yes,2016,140823.24,P2O5,URY,none,0
EST,7745325.367166781,Yes,2016,7092.211,P2O5,EST,none,0
IRQ,7661246.997111124,Yes,2016,37670.88,P2O5,IRQ,none,0
HRV,7451541.9081978705,Yes,2016,11903.659,P2O5,HRV,none,0
ZMB,7340673.0285031125,Yes,2016,38318.15,P2O5,ZMB,none,0
ZWE,7083056.152574739,Yes,2016,39000,P2O5,ZWE,none,0
CRI,6996794.074496098,Yes,2016,10723.58,P2O5,CRI,none,0
COD,6643288.819602948,Yes,2016,1510.65,P2O5,COD,none,0
BEN,6277503.905782782,Yes,2016,6850.97,P2O5,BEN,none,0
UGA,6191792.702472046,Yes,2016,2401.27,P2O5,UGA,none,0
ALB,6057152.999387405,Yes,2016,34544.12,P2O5,ALB,none,0
MOZ,5544543.034773104,Yes,2016,2429.98,P2O5,MOZ,none,0
NER,5324185.605239309,Yes,2016,155.08,P2O5,NER,none,0
PNG,5249871.930766702,Yes,2016,1913.24,P2O5,PNG,none,0
ARM,5225264.465244473,Yes,2016,324,P2O5,ARM,none,0
GUY,4954922.981898397,Yes,2016,6534.23,P2O5,GUY,none,0
SEN,4899747.942125075,Yes,2016,16033.77,P2O5,SEN,none,0
HTI,4721179.39972458,No,2016,16033.77,P2O5,16033.77,none,0
BIH,4210665.446934637,Yes,2016,11557.82,P2O5,BIH,none,0
BFA,3923855.232149631,Yes,2016,30393.64,P2O5,BFA,none,0
JOR,3895682.771797947,Yes,2016,918,P2O5,JOR,none,0
LBN,3502117.49785091,Yes,2016,6700,P2O5,LBN,none,0
MUS,3487113.817627549,Yes,2016,4302.93,P2O5,MUS,none,0
ARE,3460651.270073656,Yes,2016,4150.96,P2O5,ARE,none,0
LBY,3425715.4297097246,Yes,2016,10688.06,P2O5,LBY,none,0
PAN,3267217.61708053,Yes,2016,7852.57,P2O5,PAN,none,0
BDI,2748742.92866233,Yes,2016,4939.49,P2O5,BDI,none,0
SVN,2525702.7958724904,Yes,2016,8235.739,P2O5,SVN,none,0
RWA,2396067.7596552595,Yes,2016,5810.87,P2O5,RWA,none,0
OMN,2233642.493901007,Yes,2016,3523.38,P2O5,OMN,none,0
GIN,2037378.3660401627,Yes,2016,80,P2O5,GIN,none,0
JAM,1927771.3420681953,Yes,2016,2496.92,P2O5,JAM,none,0
GEO,1714112.967168633,Yes,2016,5360.14,P2O5,GEO,none,0
MKD,1678187.252377656,Yes,2016,5938.82,P2O5,MKD,none,0
TCD,1631199.0443771405,No,2016,5938.82,P2O5,5938.82,none,0
XKO,1505488.8990551075,No,2016,1124,P2O5,1124,none,0
LUX,1461422.4844591722,Yes,2016,1010.476,P2O5,LUX,none,0
MNE,1338660.950568848,Yes,2016,620.88,P2O5,MNE,none,0
TGO,1158866.0873362347,Yes,2016,9172.15,P2O5,TGO,none,0
SOM,1038368.1028475016,No,2016,5379.51,P2O5,5379.51,none,0
CYP,1030471.4808870537,Yes,2016,4836.17949,P2O5,CYP,none,0
SLE,1028081.6690776274,No,2016,5379.51,P2O5,5379.51,none,0
FJI,1011223.8870821148,Yes,2016,2143.7,P2O5,FJI,none,0
SUR,878341.9295825958,Yes,2016,1092.79,P2O5,SUR,none,0
COG,817013.5914447829,Yes,2016,283.69,P2O5,COG,none,0
MNG,708403.239158292,Yes,2016,1580.46,P2O5,MNG,none,0
GNB,582822.1520262472,No,2016,3445.57,P2O5,3445.57,none,0
GAB,472134.8084433824,Yes,2016,3445.57,P2O5,GAB,none,0
MRT,465262.4154650011,No,2016,3445.57,P2O5,3445.57,none,0
LBR,403184.49088207074,No,2016,400,P2O5,400,none,0
QAT,368794.1200319603,Yes,2016,400,P2O5,QAT,none,0
TLS,345131.65923787653,No,2016,1753.8,P2O5,1753.8,none,0
KWT,329516.8733068891,Yes,2016,1753.8,P2O5,KWT,none,0
CAF,311807.46240679733,Yes,2016,80.2,P2O5,CAF,none,0
BTN,211961.66956338336,Yes,2016,331.69,P2O5,BTN,none,0
GMB,164120.41320878267,Yes,2016,119.23,P2O5,GMB,none,0
ERI,157223.43264709655,Yes,2016,0,P2O5,ERI,none,0
XMI,147685.73278356518,Yes,2016,0,P2O5,XMI,none,0
SSD,121669.49473145345,No,2016,0,P2O5,0,none,0
CXR,112599.20039215684,No,2016,12739.19,P2O5,12739.19,none,0
ALA,90919.16266685673,No,2016,11452.53181,P2O5,12739.19,none,0
LSO,88594.53884182841,No,2016,12739.19,P2O5,12739.19,none,0
BLZ,83628.44249719381,Yes,2016,12739.19,P2O5,BLZ,none,0
BHR,81095.11913231015,Yes,2016,70.34,P2O5,BHR,none,0
MLT,69660.46047009453,Yes,2016,114.88321,P2O5,MLT,none,0
"NAM",66674.56633578241,Yes,2016,905.22,P2O5,"NAM",none,0
BRN,38542.701472287066,Yes,2016,232,P2O5,BRN,none,0
TTO,36921.29870283604,Yes,2016,500,P2O5,TTO,none,0
GNQ,35972.30806827545,No,2016,500,P2O5,500,none,0
PRI,28662.257500866424,No,2016,758.51,P2O5,758.51,none,0
GUF,26967.58330526948,No,2016,758.51,P2O5,758.51,none,0
BWA,24817.926067456105,Yes,2016,758.51,P2O5,BWA,none,0
GLP,23751.10955373943,No,2016,758.51,P2O5,758.51,none,0
DJI,22681.95148062706,No,2016,758.51,P2O5,758.51,none,0
GRD,21957.41449737549,No,2016,758.51,P2O5,758.51,none,0
SGP,20506.614683747295,No,2016,418.61,P2O5,418.61,none,0
SLB,17624.222730457783,No,2016,418.61,P2O5,418.61,none,0
MTQ,17572.376029849052,No,2016,418.61,P2O5,418.61,none,0
VUT,16904.80774780363,No,2016,418.61,P2O5,418.61,none,0
BHS,16526.3634185791,Yes,2016,418.61,P2O5,BHS,none,0
ISL,8912.380160093307,Yes,2016,6842,P2O5,ISL,none,0
NCL,7881.618533998728,Yes,2016,396,P2O5,NCL,none,0
JEY,6522.582320484483,No,2016,336.89,P2O5,336.89,none,0
BRB,5771.393712043762,Yes,2016,336.89,P2O5,BRB,none,0
GGY,5565.868829096662,Yes,2016,0,P2O5,GGY,none,0
DMA,5268.732059001923,Yes,2016,251.9,P2O5,DMA,none,0
LCA,3284.654992580414,Yes,2016,118.93,P2O5,LCA,none,0
STP,2771.982379555702,No,2016,58.54,P2O5,58.54,none,0
TON,2357.369364261627,Yes,2016,58.54,P2O5,TON,none,0
GUM,2163.8583984375,No,2016,58.54,P2O5,58.54,none,0
BMU,1939.9529418945312,Yes,2016,15.7,P2O5,BMU,none,0
PYF,1880.0881591588259,Yes,2016,124.73,P2O5,PYF,none,0
VCT,1753.1834526062012,No,2016,124.73,P2O5,124.73,none,0
ATG,1300.8822555541992,Yes,2016,6.66,P2O5,ATG,none,0
MSR,597.2594909667969,No,2016,13.75,P2O5,13.75,none,0
FSM,377.7010202407837,No,2016,13.75,P2O5,13.75,none,0
NIU,365.32257080078125,No,2016,13.75,P2O5,13.75,none,0
KIR,362.8517019748688,No,2016,13.75,P2O5,13.75,none,0
PSE,259.6483723522413,No,2016,13.75,P2O5,13.75,none,0
KNA,254.51612854003903,Yes,2016,13.75,P2O5,KNA,none,0
VGB,169.47203826904297,No,2016,13.75,P2O5,13.75,none,0
AND,124.50000250339507,No,2016,11.92,P2O5,11.92,none,0
ESH,124.03519773483276,No,2016,11.92,P2O5,11.92,none,0
WLF,74.63145104050636,No,2016,11.92,P2O5,11.92,none,0
SYC,51.590001583099365,Yes,2016,11.92,P2O5,SYC,none,0
CYM,18.799999237060547,No,2016,7.28,P2O5,7.28,none,0
HKG,7.1721498655297875,No,2016,6.9888,P2O5,7.28,none,0
ABW,0,No,2016,7.28,P2O5,7.28,none,0
AIA,0,No,2016,7.28,P2O5,7.28,none,0
ASM,0,No,2016,7.28,P2O5,7.28,none,0
BES,0,No,2016,7.28,P2O5,7.28,none,0
BLM,0,No,2016,7.28,P2O5,7.28,none,0
CCK,0,No,2016,7.28,P2O5,7.28,none,0
COK,0,Yes,2016,7.28,P2O5,COK,none,0
COM,0,No,2016,7.28,P2O5,7.28,none,0
CPV,0,No,2016,7.28,P2O5,7.28,none,0
CUW,0,No,2016,7.28,P2O5,7.28,none,0
FLK,0,No,2016,7.28,P2O5,7.28,none,0
FRO,0,No,2016,6.54472,P2O5,7.28,none,0
GIB,0,No,2016,6.54472,P2O5,7.28,none,0
GRL,0,No,2016,7.28,P2O5,7.28,none,0
IMN,0,No,2016,7.28,P2O5,7.28,none,0
IOT,0,No,2016,7.28,P2O5,7.28,none,0
LIE,0,No,2016,7.28,P2O5,7.28,none,0
MAC,0,No,2016,6.9888,P2O5,7.28,none,0
MAF,0,No,2016,7.28,P2O5,7.28,none,0
MCO,0,No,2016,7.28,P2O5,7.28,none,0
MDV,0,Yes,2016,13.19,P2O5,MDV,none,0
MHL,0,No,2016,7.28,P2O5,7.28,none,0
MNP,0,No,2016,7.28,P2O5,7.28,none,0
MYT,0,No,2016,7.28,P2O5,7.28,none,0
NFK,0,No,2016,7.28,P2O5,7.28,none,0
NRU,0,Yes,2016,0,P2O5,NRU,none,0
PCN,0,No,2016,7.28,P2O5,7.28,none,0
PLW,0,No,2016,7.28,P2O5,7.28,none,0
REU,0,No,2016,7.28,P2O5,7.28,none,0
SHN,0,No,2016,7.28,P2O5,7.28,none,0
SJM,0,No,2016,6.54472,P2O5,7.28,none,0
SMR,0,No,2016,7.28,P2O5,7.28,none,0
